,final_review_text,final_rating,sentiment,clean_review
243,It's not suitable for outdoorREAD MORE,1.0,0.0,suitable outdoorread
244,It seems it is not original. Lighter and not lasting for more than an hour of play.READ MORE,2.0,0.0,seems original lighter lasting hour playread
245,Horrible shuttle I ever playREAD MORE,2.0,0.0,horrible shuttle ever playread
246,"Finally got orginal yonex mavis 350.Genuine piece.There are so many fakes avilable in market.so serious players buy from here, you wont regret.READ MORE",5.0,1.0,finally got orginal yonex mavis genuine piecethere many fake avilable marketso serious player buy wont regretread
248,"Item received in excellent condition, that too within one day. Thanks to the team. However one suggestion, please don't send the item in such a big cardboard box. Its actually a wastage of resources.READ MORE",5.0,1.0,item received excellent condition within one day thanks team however one suggestion please dont send item big cardboard box actually wastage resourcesread
249,Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE,5.0,1.0,used box people say fake either never played mavis may received damaged box might disturbed flight shuttle play mavis day day absolutely original speed play well delhi heat degree order moreread
250,"Product is good as like as bought in the open market. Price also is equal to open market. It would be good in on line, if price is less.READ MORE",5.0,1.0,product good like bought open market price also equal open market would good line price lessread
251,nice itemsREAD MORE,5.0,1.0,nice itemsread
252,Thank you flipkart for providing such a great product with good quality and great deal.READ MORE,5.0,1.0,thank flipkart providing great product good quality great dealread
253,shutte is durable(lasts long) with good flight time ...much better than what I purchased at local store. also with offer it is cheaperREAD MORE,5.0,1.0,shutte durablelasts long good flight time much better purchased local store also offer cheaperread
254,I love it.....It is really very guudAs well as it has a fantastic delivery It's so early alsoREAD MORE,5.0,1.0,love itit really guudas well fantastic delivery early alsoread
255,it's really good shuttle.  if you  want to improve your game it's best and also durable . it's flight is good and weight balance is superb.  it's best for amateur  levelREAD MORE,5.0,1.0,really good shuttle want improve game best also durable flight good weight balance superb best amateur levelread
257,"There is no option to put images in the review section , the shuttles delivered were all used ones and not even Mavis 350 , The seller must be totally  unprofessional  , a basic check of a seal should be taken care by Flipkart atleastREAD MORE",1.0,0.0,option put image review section shuttle delivered used one even mavis seller must totally unprofessional basic check seal taken care flipkart atleastread
259,Value for MoneyREAD MORE,4.0,1.0,value moneyread
260,Excellent product but cost is higherREAD MORE,5.0,1.0,excellent product cost higherread
261,one Shuttle just broken in 4 days by a smashREAD MORE,2.0,0.0,one shuttle broken day smashread
262,"Shuttle is very poor,Guys dont purchase,flipkhart check with supplier,other very big impact other sales alsoREAD MORE",1.0,0.0,shuttle poorguys dont purchaseflipkhart check supplierother big impact sale alsoread
263,"nice shuttle , The Flight is correct, and good durability.READ MORE",5.0,1.0,nice shuttle flight correct good durabilityread
264,Ball best but local rate are highREAD MORE,4.0,1.0,ball best local rate highread
266,"Good, slow type cork, we r using it for daily game, one cork lasts for 3 daysREAD MORE",4.0,1.0,good slow type cork r using daily game one cork last daysread
267,Best shuttlecock ever.... we play everyday for abt 4 hours continusly.... and we still use 1 shuttlecock for about 8 to 10 days... it's very durable.. and has got really good flight... Yonex rocks.... 👍READ MORE,5.0,1.0,best shuttlecock ever play everyday abt hour continusly still use shuttlecock day durable got really good flight yonex rock read
268,Very worst rateREAD MORE,1.0,0.0,worst rateread
269,shuttle has long life and light.READ MORE,5.0,1.0,shuttle long life lightread
270,Worst product.Dont go for it.It will not stand for an hour playREAD MORE,1.0,0.0,worst productdont go itit stand hour playread
271,You are fleecing customers by tagging wrong MRP.READ MORE,1.0,0.0,fleecing customer tagging wrong mrpread
272,Better for beginnersREAD MORE,5.0,1.0,better beginnersread
273,"shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE",1.0,0.0,shuttle good even match comethink twice purchaseread
274,Its okkREAD MORE,2.0,0.0,okkread
275,1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE,2.0,0.0,st time order quantity good next time quality poor shuttle looking also read
276,Nice product for practiceREAD MORE,5.0,1.0,nice product practiceread
277,ExcellentREAD MORE,5.0,1.0,excellentread
278,Good oneREAD MORE,5.0,1.0,good oneread
279,NiceREAD MORE,5.0,1.0,niceread
280,GoodREAD MORE,4.0,1.0,goodread
281,It is good .READ MORE,5.0,1.0,good read
282,Original product with great discountREAD MORE,5.0,1.0,original product great discountread
284,"Absolutely good quality shuttles,and great packing by the team.READ MORE",5.0,1.0,absolutely good quality shuttlesand great packing teamread
286,"Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE",5.0,1.0,dear retailnet second order second order ifferent first one one packing look different quality nicethanks happy second orderread
287,"Best cicks,but price was very highest please think itREAD MORE",5.0,1.0,best cicksbut price highest please think itread
288,Poor product...READ MORE,2.0,0.0,poor productread
289,Poor qualityREAD MORE,2.0,0.0,poor qualityread
290,Value for moneyREAD MORE,5.0,1.0,value moneyread
292,BestREAD MORE,5.0,1.0,bestread
293,Not so good.READ MORE,2.0,0.0,goodread
294,Quality not good and rotate the cork new oneREAD MORE,2.0,0.0,quality good rotate cork new oneread
295,Very worst productREAD MORE,1.0,0.0,worst productread
296,Best qualityREAD MORE,5.0,1.0,best qualityread
297,One roll of corks Only two piece of cork is goodBut other four corks is waste after one match corks rolling So don't buy this productREAD MORE,1.0,0.0,one roll cork two piece cork goodbut four cork waste one match cork rolling dont buy productread
299,Bad quality .READ MORE,1.0,0.0,bad quality read
300,Nice product and packingREAD MORE,4.0,1.0,nice product packingread
301,This seems to be duplicate...general shuttle can be used around 3 to 5 days..but this online purchased product cannot be used more than 1 day...you can feel the difference with the shuttle while playingREAD MORE,1.0,0.0,seems duplicategeneral shuttle used around daysbut online purchased product cannot used dayyou feel difference shuttle playingread
302,SuperREAD MORE,5.0,1.0,superread
303,Best qualityREAD MORE,5.0,1.0,best qualityread
304,Going bad quickly. 1 to 2 days.READ MORE,1.0,0.0,going bad quickly daysread
305,"Extremely good,fully satisfied with its quality wishes to place repeat orderREAD MORE",5.0,1.0,extremely goodfully satisfied quality wish place repeat orderread
306,Best shuttle corkREAD MORE,5.0,1.0,best shuttle corkread
308,Good quality productREAD MORE,5.0,1.0,good quality productread
310,You. Should definitely buy thisREAD MORE,5.0,1.0,definitely buy thisread
311,"Nice quality, genuine product and affordable priceREAD MORE",5.0,1.0,nice quality genuine product affordable priceread
312,It is good for outdoor. Easy to spoil when it contact with water.READ MORE,4.0,1.0,good outdoor easy spoil contact waterread
313,Nice must buyREAD MORE,5.0,1.0,nice must buyread
314,GoodREAD MORE,5.0,1.0,goodread
315,Good productREAD MORE,4.0,1.0,good productread
316,Nice oneREAD MORE,5.0,1.0,nice oneread
317,Excellent 👌READ MORE,5.0,1.0,excellent read
318,Thanks FlipkartREAD MORE,5.0,1.0,thanks flipkartread
319,Best oneREAD MORE,5.0,1.0,best oneread
320,Very goodREAD MORE,5.0,1.0,goodread
322,Very good productREAD MORE,5.0,1.0,good productread
324,As expected... Nice..READ MORE,4.0,1.0,expected niceread
325,Superb..READ MORE,5.0,1.0,superbread
326,ExcellentREAD MORE,5.0,1.0,excellentread
327,Good productsREAD MORE,4.0,1.0,good productsread
328,NiceREAD MORE,4.0,1.0,niceread
329,Nice product and longlifeREAD MORE,5.0,1.0,nice product longliferead
330,Very goodREAD MORE,5.0,1.0,goodread
331,WorthyREAD MORE,4.0,1.0,worthyread
332,Very nice product thank you Flipkart original Mavis 350 ....READ MORE,5.0,1.0,nice product thank flipkart original mavis read
333,Nice product. .READ MORE,5.0,1.0,nice product read
334,GoodREAD MORE,4.0,1.0,goodread
335,GoodREAD MORE,5.0,1.0,goodread
336,I received original product.READ MORE,4.0,1.0,received original productread
337,"Very good shutles ,READ MORE",5.0,1.0,good shutles read
338,GoodREAD MORE,5.0,1.0,goodread
339,One ball play on one weekREAD MORE,4.0,1.0,one ball play one weekread
340,Genuine productREAD MORE,5.0,1.0,genuine productread
341,Best products of whole yonex companyREAD MORE,5.0,1.0,best product whole yonex companyread
342,Bad quality...READ MORE,1.0,0.0,bad qualityread
343,Very niceREAD MORE,5.0,1.0,niceread
344,goodREAD MORE,5.0,1.0,goodread
347,GoodREAD MORE,5.0,1.0,goodread
348,OkREAD MORE,4.0,1.0,okread
349,"It was a genuine product, received in perfect condition.READ MORE",5.0,1.0,genuine product received perfect conditionread
